Han_Ji,Chu_Im,Freq,Siann,Un, Tiau 
該,kai1,,k,ai, 1 
詳,siang5,,s,iang, 5 
詵,sin1,,s,in, 1 
詶,siu5,,s,iu, 5 
詹,chhiam1,,chh,iam, 1 
詼,khoe1,,kh,oe, 1 
詾,hiong1,,h,iong, 1 
誂,thiau2,,th,iau, 2 
誄,lui2,,l,ui, 2 
誅,ti1,,t,i, 1 
誆,khong3,,kh,ong, 3 
誇,khoa1,,kh,oa, 1 
誠,seng5,,s,eng, 5 
豊,le2,0.01 ,l,e, 2 
豋,teng1,0.01 ,t,eng, 1 
豢,hoan7,,h,oan, 7 
豤,khun2,,kh,un, 2 
貅,hiu1,,h,iu, 1 
貉,bek8,0.01 ,b,ek, 8 
貊,bek8,,b,ek, 8 
貲,chhu1,,chh,u, 1 
賂,loo7,,l,oo, 7 
賃,jim7,,j,im, 7 
賄,qiu7,,q,iu, 7 
資,chhu1,,chh,u, 1 
賈,ke2,,k,e, 2 
賈,ke3,,k,e, 3 
賈,koo2,,k,oo, 2 
賉,sut4,0.01 ,s,ut, 4 
賊,chhek8,,chh,ek, 8 
趏,koat4,,k,oat, 4 
跟,kin1,,k,in, 1 
跠,qi5,,q,i, 5 
跡,chhek4,,chh,ek, 4 
跣,sian2,,s,ian, 2 
跨,khoa1,,kh,oa, 1 
跨,khoa3,,kh,oa, 3 
跪,kui7,,k,ui, 7 
跫,khiong1,,kh,iong, 1 
跬,khui2,,kh,ui, 2 
路,loo7,,l,oo, 7 
跲,khap4,,kh,ap, 4 
跳,thiau3,,th,iau, 3 
躲,to2,,t,o, 2 
較,kau3,,k,au, 3 
輅,loo7,,l,oo, 7 
輈,chhiu1,,chh,iu, 1 
載,chhai3,,chh,ai, 3 
載,chhai7,,chh,ai, 7 
輊,chhi3,,chh,i, 3 
辟,phek4,,ph,ek, 4 
辟,phi3,0.01 ,ph,i, 3 
辟,pi7,0.01 ,p,i, 7 
辟,pit8,0.01 ,p,it, 8 
辠,chhoe7,0.01 ,chh,oe, 7 
農,long5,,l,ong, 5 
逼,pek4,,p,ek, 4 
逾,ji5,,j,i, 5 
遁,tun7,,t,un, 7 
遂,sui7,,s,ui, 7 
遄,chui2,,ch,ui, 2 
遇,gi7,,g,i, 7 
遊,qiu5,,q,iu, 5 
運,qun7,,q,un, 7 
遍,pian3,,p,ian, 3 
過,ko1,,k,o, 1 
過,ko3,,k,o, 3 
遏,qat4,,q,at, 4 
遐,he5,,h,e, 5 
遑,hong5,,h,ong, 5 
遒,siu5,,s,iu, 5 
道,to7,,t,o, 7 
達,tat8,,t,at, 8 
違,qui5,,q,ui, 5 
鄏,jiok8,,j,iok, 8 
鄒,chhe1,,chh,e, 1 
鄒,chhoo1,,chh,oo, 1 
鄔,qoo1,,q,oo, 1 
鄔,qoo2,,q,oo, 2 
鄔,qu2,,q,u, 2 
酧,siu5,0.01 ,s,iu, 5 
酩,beng2,,b,eng, 2 
酪,lok8,,l,ok, 8 
酬,siu5,,s,iu, 5 
鈴,leng5,,l,eng, 5 
鈸,poat8,,p,oat, 8 
鈺,giok8,,g,iok, 8 
鈿,tian5,,t,ian, 5 
鈿,tian7,,t,ian, 7 
鉄,thiat4,0.01 ,th,iat, 4 
鉄,tiat8,0.01 ,t,iat, 8 
鉅,ki7,,k,i, 7 
鉆,khiam5,0.01 ,kh,iam, 5 
鉉,hian5,,h,ian, 5 
鉋,pau7,,p,au, 7 
鉏,chhoo1,,chh,oo, 1 
鉗,khiam5,,kh,iam, 5 
鉛,qian5,,q,ian, 5 
鉞,qoat8,,q,oat, 8 
鉢,poat4,,p,oat, 4 
鉤,koo1,,k,oo, 1 
鉦,chheng1,,chh,eng, 1 
鉧,bong2,,b,ong, 2 
銃,chiong3,,ch,iong, 3 
閟,pi3,,p,i, 3 
隔,kek4,,k,ek, 4 
隕,qun2,,q,un, 2 
隖,qoo2,0.01 ,q,oo, 2 
隗,gui2,,g,ui, 2 
隗,gui5,,g,ui, 5 
隘,qai3,,q,ai, 3 
雉,ti7,,t,i, 7 
雊,koo3,,k,oo, 3 
雋,chhun3,0.01 ,chh,un, 3 
雍,qiong1,,q,iong, 1 
雎,chi1,,ch,i, 1 
零,leng5,,l,eng, 5 
雷,lui5,,l,ui, 5 
雺,bong5,,b,ong, 5 
電,tian7,,t,ian, 7 
靖,chheng7,,chh,eng, 7 
靳,kin7,,k,in, 7 
靴,hia1,,h,ia, 1 
靷,qin2,,q,in, 2 
靸,sap4,,s,ap, 4 
韵,qun7,0.01 ,q,un, 7 
頊,hiok4,,h,iok, 4 
頌,siong7,,s,iong, 7 
頍,khui2,,kh,ui, 2 
頎,chiok4,,ch,iok, 4 
頎,ki5,,k,i, 5 
頏,khong3,,kh,ong, 3 
預,qi7,,q,i, 7 
頑,goan5,,g,oan, 5 
頒,hun5,0.01 ,h,un, 5 
頒,pan1,,p,an, 1 
頓,tun3,,t,un, 3 
颫,hu5,,h,u, 5 
颬,ha1,,h,a, 1 
颬,he1,,h,e, 1 
飱,sun1,,s,un, 1 
飴,qi5,,q,i, 5 
飶,pi3,,p,i, 3 
飼,su7,,s,u, 7 
飽,pau2,,p,au, 2 
飾,sek4,,s,ek, 4 
飿,tut4,,t,ut, 4 
馚,hun1,,h,un, 1 
馲,lok8,,l,ok, 8 
馳,ti5,,t,i, 5 
馴,hun3,,h,un, 3 
馴,sun5,,s,un, 5 
馵,chhu3,,chh,u, 3 
骭,han7,,h,an, 7 
髡,khun1,,kh,un, 1 
髢,te7,,t,e, 7 
髢,the3,,th,e, 3 
鬽,tim1,,t,im, 1 
魛,to1,,t,o, 1 
鳧,hu5,,h,u, 5 
鳨,lek8,,l,ek, 8 
鳩,khiu1,,kh,iu, 1 
鳪,pok4,,p,ok, 4 
鳭,tiau1,,t,iau, 1 
麀,qiu1,,q,iu, 1 
麁,choo1,0.01 ,ch,oo, 1 
麂,ki2,,k,i, 2 
黽,bin2,,b,in, 2 
鼎,teng2,,t,eng, 2 
鼓,koo2,,k,oo, 2 
鼔,koo2,0.01 ,k,oo, 2 
鼠,chi2,,ch,i, 2 
𠌫,pit4,0.01 ,p,it, 4 
𠌭,sut4,,s,ut, 4 
𠌮,chhia1,,chh,ia, 1 
𠌯,le7,,l,e, 7 
𠌱,sui1,,s,ui, 1 
𠌲,chhiam1,,chh,iam, 1 
𠌳,ke5,,k,e, 5 
𠌵,tiau2,,t,iau, 2 
𠌶,hoa5,0.01 ,h,oa, 5 
𠌷,chhip4,,chh,ip, 4 
𠍵,qiang7,,q,iang, 7 
𠞦,chek4,0.01 ,ch,ek, 4 
𠞩,sut4,,s,ut, 4 
𠞯,soat4,,s,oat, 4 
𠸺,gek8,,g,ek, 8 
𡏌,jiok8,,j,iok, 8 
𡙇,khoat4,0.01 ,kh,oat, 4 
𡩥,qong2,,q,ong, 2 
𡲰,chhi1,,chh,i, 1 
𡺺,kiong5,,k,iong, 5 
𡻑,thiong2,,th,iong, 2 
𢄐,bong5,,b,ong, 5 
𢱟,chian2,,ch,ian, 2 
𢱢,sek4,,s,ek, 4 
𢾐,sau2,,s,au, 2 
𣈤,chun1,0.01 ,ch,un, 1 
𣈥,thoo1,,th,oo, 1 
𣔳,khok4,,kh,ok, 4 
𣔳,thok4,,th,ok, 4 
𣣱,qi1,0.01 ,q,i, 1 
𤊷,poe7,0.01 ,p,oe, 7 
𤭛,kong1,,k,ong, 1 
𤲓,lai5,,l,ai, 5 
𤲖,thiam2,,th,iam, 2 
𤲘,thiang3,0.01 ,th,iang, 3 
𤲙,pun2,0.01 ,p,un, 2 
𤷄,khoan5,,kh,oan, 5 
𤿳,khim2,,kh,im, 2 
𤿵,choat4,,ch,oat, 4 
𥇒,chhiap4,0.01 ,chh,iap, 4 
𥟕,hiam1,,h,iam, 1 
𥦜,peng3,,p,eng, 3 
𥭒,pun7,,p,un, 7 
𥹵,chek4,,ch,ek, 4 
𥹸,phut8,,ph,ut, 8 
𦋆,koo1,,k,oo, 1 
𦐸,phau2,,ph,au, 2 
𦕷,hong7,,h,ong, 7 
𦝬,thun2,,th,un, 2 
𧗴,qiong2,,q,iong, 2 
𧧏,jia2,0.01 ,j,ia, 2 
𧧏,jia7,,j,ia, 7 
𧧔,chhiu1,,chh,iu, 1 
𧵦,hong3,,h,ong, 3 
𧵩,chhek4,0.01 ,chh,ek, 4 
𧻒,hiam3,,h,iam, 3 
𨥥,kong2,,k,ong, 2 
𩉪,jiong7,,j,iong, 7 
𩐁,kiu2,,k,iu, 2 
𩑥,bun5,,b,un, 5 
𩑦,qut4,,q,ut, 4 
𩙲,hui1,,h,ui, 1 
𩰫,qo1,0.01 ,q,o, 1 
𩾒,tiau1,,t,iau, 1 
𩾕,chek4,,ch,ek, 4 
㒃,ji7,0.01 ,j,i, 7 
㒄,sian2,,s,ian, 2 
㒅,khe2,,kh,e, 2 
㒆,hip4,,h,ip, 4 
㒇,bu2,0.01 ,b,u, 2 
㒈,ham3,,h,am, 3 
㒉,theng3,,th,eng, 3 
㒉,thong2,,th,ong, 2 
㒋,su1,0.01 ,s,u, 1 
㓗,kiat4,0.01 ,k,iat, 4 
㓾,ti5,,t,i, 5 
㔄,sok4,,s,ok, 4 
㔅,chiau3,,ch,iau, 3 
㔆,chiam5,,ch,iam, 5 
㔢,hiat4,,h,iat, 4 
㕢,khai3,,kh,ai, 3 
㗥,kok4,,k,ok, 4 
㗧,chhit4,,chh,it, 4 
㗨,hai1,,h,ai, 1 
㗩,sip8,,s,ip, 8 
㜛,joan2,0.01 ,j,oan, 2 
㝩,khong1,,kh,ong, 1 
㝪,tiam3,,t,iam, 3 
㟽,piau1,,p,iau, 1 
㟽,piau2,,p,iau, 2 
㟿,bong2,,b,ong, 2 
㨰,kun2,,k,un, 2 
㨾,qiang7,,q,iang, 7 
㬎,gap8,,g,ap, 8 
㬏,lek8,,l,ek, 8 
㮮,kiat4,,k,iat, 4 
㮯,hun5,,h,un, 5 
㮰,phi5,,ph,i, 5 
㮱,seng1,,s,eng, 1 
㷟,thoe1,,th,oe, 1 
㷟,thui1,,th,ui, 1 
㷠,lin5,0.01 ,l,in, 5 
㾪,seng2,,s,eng, 2 
㾭,liau1,,l,iau, 1 
㾰,khoo5,,kh,oo, 5 
䅢,tiu7,,t,iu, 7 
䆪,hong1,,h,ong, 1 
䈄,qam5,,q,am, 5 
䋰,kiok4,,k,iok, 4 
䍟,chhong1,,chh,ong, 1 
䔀,jui5,,j,ui, 5 
䔇,khi2,,kh,i, 2 
䗂,hoo2,,h,oo, 2 
䛤,chiok4,,ch,iok, 4 
䝳,chhan5,,chh,an, 5 
䢤,sut8,0.01 ,s,ut, 8 
䦘,qan7,,q,an, 7 
䪶,chi1,,ch,i, 1 
䭯,phut4,,ph,ut, 4 
䭹,gong5,,g,ong, 5 
䭺,gong2,,g,ong, 2 
䭾,to5,,t,o, 5 
䯉,qoat4,,q,oat, 4 
䲧,too7,,t,oo, 7 
僎,chhian2,,chh,ian, 2 
僎,chhun1,,chh,un, 1 
像,siang7,,s,iang, 7 
僐,sian7,,s,ian, 7 
僑,kiau5,,k,iau, 5 
僒,khun2,,kh,un, 2 
僒,kun2,,k,un, 2 
僓,toe5,,t,oe, 5 
僔,chhun2,,chh,un, 2 
僕,pok8,,p,ok, 8 
僖,hi1,,h,i, 1 
僗,lo5,0.01 ,l,o, 5 
僗,lo7,,l,o, 7 
僘,chiang2,,ch,iang, 2 
僙,kong1,,k,ong, 1 
僚,liau5,,l,iau, 5 
僛,khi1,,kh,i, 1 
僜,cheng1,,ch,eng, 1 
僜,teng7,,t,eng, 7 
僞,gui7,,g,ui, 7 
僟,ki1,,k,i, 1 
僠,hoan1,,h,oan, 1 
僠,po1,,p,o, 1 
僡,hui7,0.01 ,h,ui, 7 
僢,choan3,,ch,oan, 3 
僢,chun2,0.01 ,ch,un, 2 
僣,chiam3,0.01 ,ch,iam, 3 
僣,thiat4,,th,iat, 4 
僤,sian2,,s,ian, 2 
僤,tan3,,t,an, 3 
僥,giau5,,g,iau, 5 
僥,kiau1,,k,iau, 1 
僥,qiau5,,q,iau, 5 
僦,chhiu7,,chh,iu, 7 
僧,chheng1,,chh,eng, 1 
僨,hun2,,h,un, 2 
僨,hun3,,h,un, 3 
僩,han2,,h,an, 2 
僪,kut8,,k,ut, 8 
僫,qok4,,q,ok, 4 
僫,qoo3,,q,oo, 3 
僬,chhiau1,,chh,iau, 1 
僬,chhiau3,,chh,iau, 3 
僭,chhom3,,chh,om, 3 
僭,chiam3,,ch,iam, 3 
僭,chim1,,ch,im, 1 
僮,tong5,,t,ong, 5 
僯,lin2,,l,in, 2 
僯,lin5,,l,in, 5 
僰,pok8,,p,ok, 8 
僱,koo3,,k,oo, 3 
兢,keng1,,k,eng, 1 
凘,su1,,s,u, 1 
凴,pin5,0.01 ,p,in, 5 
劁,chhiau5,,chh,iau, 5 
劂,khoat4,,kh,oat, 4 
劃,qek8,,q,ek, 8 
劄,chhap4,,chh,ap, 4 
勩,qi7,,q,i, 7 
匱,kui7,,k,ui, 7 
厭,qap4,0.10 ,q,ap, 4 
厭,qiam1,0.10 ,q,iam, 1 
厭,qiam3,,q,iam, 3 
厮,su1,,s,u, 1 
嗶,pit4,,p,it, 4 
嗷,go5,,g,o, 5 
嗹,lian5,,l,ian, 5 
嗻,chhe3,,chh,e, 3 
嗽,sok4,,s,ok, 4 
嗽,soo3,,s,oo, 3 
嗿,ham2,,h,am, 2 
嘄,kiau1,,k,iau, 1 
嘅,khai3,,kh,ai, 3 
嘅,ko2,,k,o, 2 
嘆,than3,0.01 ,th,an, 3 
嘈,chho5,,chh,o, 5 
嘉,ke1,,k,e, 1 
嘊,gai5,,g,ai, 5 
嘌,phiau3,,ph,iau, 3 
嘏,ke2,,k,e, 2 
嘐,hau1,,h,au, 1 
嘐,kau1,,k,au, 1 
嘑,ha3,,h,a, 3 
嘑,hoo1,,h,oo, 1 
嘒,hui7,,h,ui, 7 
嘔,qoo2,,q,oo, 2 
嘖,chhek4,,chh,ek, 4 
嘗,siang5,,s,iang, 5 
圖,too5,,t,oo, 5 
團,toan5,,t,oan, 5 
塲,chiang5,0.01 ,ch,iang, 5 
塵,tin5,,t,in, 5 
塹,chham7,,chh,am, 7 
塾,siok8,,s,iok, 8 
塿,loo2,,l,oo, 2 
墁,ban5,,b,an, 5 
境,keng2,,k,eng, 2 
墅,si7,,s,i, 7 
墈,kham3,,kh,am, 3 
墉,qiong5,,q,iong, 5 
墊,tiam3,,t,iam, 3 
墐,kin7,,k,in, 7 
墓,boo7,,b,oo, 7 
墖,thap4,0.01 ,th,ap, 4 
墭,cheng7,,ch,eng, 7 
壽,siu7,,s,iu, 7 
夐,keng2,,k,eng, 2 
夢,bong7,,b,ong, 7 
夤,qin5,,q,in, 5 
夥,honn2,,h,onn, 2 
奩,liam5,,l,iam, 5 
奪,toat8,,t,oat, 8 
嫖,phiau3,,ph,iau, 3 
嫖,phiau5,,ph,iau, 5 
嫗,qoo2,,q,oo, 2 
嫚,ban7,,b,an, 7 
嫜,chhiang1,,chh,iang, 1 
嫠,li5,,l,i, 5 
嫡,tek4,,t,ek, 4 
嫣,qian1,,q,ian, 1 
嫦,siong5,,s,iong, 5 
嫪,lo5,,l,o, 5 
嫪,lo7,,l,o, 7 
嫫,boo5,,b,oo, 5 
嫰,44719,0.01 ,j,un, 7 
寞,bok8,,b,ok, 8 
察,chat4,,ch,at, 4 
寡,koann2,,k,oann, 2 
寢,chim2,,ch,im, 2 
寤,goo7,,g,oo, 7 
寥,liau5,,l,iau, 5 
實,sit8,,s,it, 8 
寧,leng5,,l,eng, 5 
寨,chhe7,,chh,e, 7 
對,tui3,,t,ui, 3 
屢,li2,,l,i, 2 
屣,si2,,s,i, 2 
嵸,siong2,,s,iong, 2 
嵻,khong1,,kh,ong, 1 
嵿,teng2,,t,eng, 2 
嶂,chhiang3,,chh,iang, 3 
嶃,cham7,0.01 ,ch,am, 7 
嶄,cham7,,ch,am, 7 
嶇,khi1,,kh,i, 1 
幔,ban7,,b,an, 7 
幕,boo7,,b,oo, 7 
幗,kok4,,k,ok, 4 
幘,chhek4,,chh,ek, 4 
幙,boo7,0.01 ,b,oo, 7 
幣,pi7,,p,i, 7 
廏,kiu3,0.01 ,k,iu, 3 
廒,go5,,g,o, 5 
廓,khok4,,kh,ok, 4 
廕,qim3,,q,im, 3 
廖,liau7,,l,iau, 7 
弊,pi7,,p,i, 7 
彰,chhiang1,,chh,iang, 1 
徶,piat8,,p,iat, 8 
徹,thiat4,,th,iat, 4 
徹,tiat8,,t,iat, 8 
愨,khak4,,kh,ak, 4 
愬,soo3,,s,oo, 3 
愳,ki7,0.01 ,k,i, 7 
愸,chheng2,0.01 ,chh,eng, 2 
愿,goan7,0.01 ,g,oan, 7 
慁,hun7,,h,un, 7 
慇,qin1,,q,in, 1 
態,thai3,,th,ai, 3 
慓,phiau1,,ph,iau, 1 
慘,cham2,,ch,am, 2 
慚,cham5,,ch,am, 5 
慟,tong7,,t,ong, 7 
慢,ban7,,b,an, 7 
慣,koan3,,k,oan, 3 
慥,cho3,,ch,o, 3 
慱,toan5,,t,oan, 5 
慲,boan5,,b,oan, 5 
慳,kian1,,k,ian, 1 
慴,liap4,,l,iap, 4 
慵,qiong5,,q,iong, 5 
慷,khong2,,kh,ong, 2 
慽,chek4,0.01 ,ch,ek, 4 
憀,liau5,,l,iau, 5 
戩,chhian2,,chh,ian, 2 
截,chhiat8,,chh,iat, 8 
搫,poan1,0.01 ,p,oan, 1 
搴,khian1,,kh,ian, 1 
摏,chhiong1,,chh,iong, 1 
摖,chat4,,ch,at, 4 
摘,tek4,,t,ek, 4 
摙,lian2,,l,ian, 2 
摟,loo5,,l,oo, 5 
摟,soo2,,s,oo, 2 
摣,chhe1,,chh,e, 1 
摧,chhoe5,,chh,oe, 5 
摭,chhit4,,chh,it, 4 
摳,khi1,,kh,i, 1 
摶,toan5,,t,oan, 5 
摸,boo5,,b,oo, 5 
摺,liap4,,l,iap, 4 
摻,sam2,,s,am, 2 
摻,siam1,,s,iam, 1 
摼,khian3,,kh,ian, 3 
摽,phiau1,,ph,iau, 1 
摽,piau2,,p,iau, 2 
撇,phiat4,,ph,iat, 4 
撤,thiat4,,th,iat, 4 
敲,khau1,,kh,au, 1 
敲,khiak4,,kh,iak, 4 
斡,qoat4,,q,oat, 4 
旖,qi1,,q,i, 1 
旗,ki5,,k,i, 5 
暝,beng5,,b,eng, 5 
暡,qong2,,q,ong, 2 
暢,thiang3,,th,iang, 3 
暨,khai3,,kh,ai, 3 
朅,khiat4,,kh,iat, 4 
榑,hu5,,h,u, 5 
榕,qiong5,,q,iong, 5 
榛,chhin1,,chh,in, 1 
榜,pong2,,p,ong, 2 
榥,hong2,,h,ong, 2 
榦,kan3,,k,an, 3 
榫,sun2,,s,un, 2 
榭,sia7,,s,ia, 7 
榮,qeng5,,q,eng, 5 
榱,soe1,,s,oe, 1 
榴,liu5,,l,iu, 5 
榷,kak4,,k,ak, 4 
榻,thap4,,th,ap, 4 
榼,khap4,,kh,ap, 4 
榾,kut4,,k,ut, 4 
槀,ko2,0.01 ,k,o, 2 
槁,ko2,,k,o, 2 
槂,sun1,,s,un, 1 
槃,poan5,,p,oan, 5 
槅,kek4,,k,ek, 4 
槆,sun5,,s,un, 5 
槊,sok4,,s,ok, 4 
構,koo1,,k,oo, 1 
構,koo3,,k,oo, 3 
槌,thui5,,th,ui, 5 
槍,chiang1,,ch,iang, 1 
槎,chhe1,,chh,e, 1 
槏,khiam2,,kh,iam, 2 
槐,hoai5,,h,oai, 5 
槔,ko1,,k,o, 1 
歉,khiam2,,kh,iam, 2 
歌,ko1,,k,o, 1 
殞,qun2,,q,un, 2 
殟,qut4,,q,ut, 4 
毃,khiak4,0.01 ,kh,iak, 4 
氳,qun1,,q,un, 1 
滌,tek8,,t,ek, 8 
滎,qeng5,,q,eng, 5 
滮,piu1,,p,iu, 1 
滯,ti7,,t,i, 7 
滲,cham1,,ch,am, 1 
滴,tek4,,t,ek, 4 
滷,loo7,,l,oo, 7 
滸,hoo2,,h,oo, 2 
滹,hoo1,,h,oo, 1 
滺,qiu1,,q,iu, 1 
滾,kun2,,k,un, 2 
滿,boan2,,b,oan, 2 
漁,gi5,,g,i, 5 
漂,phiau1,,ph,iau, 1 
漂,phiau3,,ph,iau, 3 
漅,chhau5,,chh,au, 5 
漆,chat4,,ch,at, 4 
漆,chip4,,ch,ip, 4 
漈,chhe3,,chh,e, 3 
漈,chhia3,,chh,ia, 3 
漉,lok8,,l,ok, 8 
漊,soo2,,s,oo, 2 
漏,loo7,,l,oo, 7 
漓,li5,,l,i, 5 
演,qian2,,q,ian, 2 
漕,chho5,,chh,o, 5 
漕,chho7,,chh,o, 7 
漘,tun5,,t,un, 5 
漙,toan5,,t,oan, 5 
漚,qoo1,,q,oo, 1 
漚,qoo2,,q,oo, 2 
漠,bok8,,b,ok, 8 
漠,boo5,,b,oo, 5 
漢,han3,,h,an, 3 
漣,lian5,,l,ian, 5 
漥,qoa5,0.01 ,q,oa, 5 
漩,soan5,,s,oan, 5 
漪,qi1,,q,i, 1 
漫,ban5,,b,an, 5 
漫,ban7,,b,an, 7 
漬,chhu3,,chh,u, 3 
漭,bong2,,b,ong, 2 
漯,lat4,,l,at, 4 
漰,pheng1,,ph,eng, 1 
漱,soo2,,s,oo, 2 
漱,soo3,,s,oo, 3 
漲,tiang3,,t,iang, 3 
漳,chhiang1,,chh,iang, 1 
漸,chhiam7,,chh,iam, 7 
漹,qian1,,q,ian, 1 
漼,chhoe5,,chh,oe, 5 
漾,qiang7,,q,iang, 7 
潄,soo3,0.01 ,s,oo, 3 
澈,thiat4,,th,iat, 4 
煽,sian3,,s,ian, 3 
熁,chiap4,,ch,iap, 4 
熅,qun1,,q,un, 1 
熇,hok4,,h,ok, 4 
熊,him5,,h,im, 5 
熏,hun1,,h,un, 1 
熒,qeng5,,q,eng, 5 
熙,hi1,,h,i, 1 
爾,ji2,,j,i, 2 
爾,jinn2,,j,inn, 2 
牓,pong2,,p,ong, 2 
犒,kho3,,kh,o, 3 
犖,lok8,,l,ok, 8 
犗,kai3,,k,ai, 3 
獃,gai5,,g,ai, 5 
獄,giok8,,g,iok, 8 
獐,chhiang1,,chh,iang, 1 
獓,boo7,,b,oo, 7 
瑠,liu5,0.01 ,l,iu, 5 
瑢,qiong5,,q,iong, 5 
瑣,so2,,s,o, 2 
瑤,qiau5,,q,iau, 5 
瑦,qoo2,,q,oo, 2 
瑨,chhin3,,chh,in, 3 
瑪,be2,,b,e, 2 
瑬,liu5,,l,iu, 5 
瑰,kui1,,k,ui, 1 
瑱,thian3,,th,ian, 3 
瑲,chong1,,ch,ong, 1 
瑳,cho1,,ch,o, 1 
甃,chiu3,,ch,iu, 3 
甄,chhin1,,chh,in, 1 
甄,qian1,,q,ian, 1 
畼,thiang3,,th,iang, 3 
畽,thoan2,0.01 ,th,oan, 2 
疐,thi3,,th,i, 3 
疑,gi5,,g,i, 5 
瘇,chhiong2,,chh,iong, 2 
瘉,ji2,,j,i, 2 
瘉,ji5,,j,i, 5 
瘋,hong1,,h,ong, 1 
瘍,qek8,,q,ek, 8 
瘎,thim5,,th,im, 5 
瘒,hun5,,h,un, 5 
瘔,khoo5,,kh,oo, 5 
瘖,qim1,,q,im, 1 
瘧,giak8,,g,iak, 8 
皷,koo2,0.01 ,k,oo, 2 
皸,kin1,,k,in, 1 
盡,chhin7,,chh,in, 7 
監,kam1,,k,am, 1 
監,kam3,,k,am, 3 
睡,sui3,,s,ui, 3 
睿,joe7,,j,oe, 7 
瞀,bu7,,b,u, 7 
碞,gam5,0.01 ,g,am, 5 
碢,qo1,,q,o, 1 
碣,kiat8,,k,iat, 8 
碦,khek4,,kh,ek, 4 
碧,phek4,,ph,ek, 4 
碨,qoe1,,q,oe, 1 
碩,sek8,,s,ek, 8 
碪,chhim1,0.01 ,chh,im, 1 
碫,thoan3,,th,oan, 3 
碭,tong7,,t,ong, 7 
磁,chhu5,,chh,u, 5 
禇,chhi2,,chh,i, 2 
禊,he7,,h,e, 7 
禋,qin1,,q,in, 1 
禍,ho7,,h,o, 7 
禎,chheng1,,chh,eng, 1 
福,hok4,,h,ok, 4 
禖,boe5,,b,oe, 5 
禘,te3,,t,e, 3 
禘,te7,,t,e, 7 
稨,pian2,,p,ian, 2 
稬,lonn5,0.01 ,l,onn, 5 
種,chhiong2,,chh,iong, 2 
種,chhiong3,,chh,iong, 3 
稱,cheng1,,ch,eng, 1 
稱,cheng3,,ch,eng, 3 
稱,chin3,,ch,in, 3 
穊,ki3,,k,i, 3 
窩,qo1,,q,o, 1 
窪,qoa5,,q,oa, 5 
窬,ji5,,j,i, 5 
竭,kiat8,,k,iat, 8 
端,toan1,,t,oan, 1 
筵,qian5,,q,ian, 5 
箄,pin2,,p,in, 2 
箆,pin3,0.01 ,p,in, 3 
箇,ko3,0.01 ,k,o, 3 
箋,chhian1,,chh,ian, 1 
箍,khoo1,,kh,oo, 1 
箎,ti5,0.01 ,t,i, 5 
箏,chheng1,,chh,eng, 1 
箑,chhiat8,,chh,iat, 8 
箔,pok8,,p,ok, 8 
箕,ki1,,k,i, 1 
算,soan3,,s,oan, 3 
箜,khong1,,kh,ong, 1 
箝,khiam5,,kh,iam, 5 
管,koan2,,k,oan, 2 
箸,ti7,,t,i, 7 
粹,sui3,,s,ui, 3 
粺,pai7,,p,ai, 7 
粼,lin5,,l,in, 5 
粽,chhong3,,chh,ong, 3 
精,chheng1,,chh,eng, 1 
粿,ko2,,k,o, 2 
綜,chhong3,,chh,ong, 3 
綠,liok8,,l,iok, 8 
綢,tiu5,,t,iu, 5 
綣,khoan2,,kh,oan, 2 
綦,ki5,,k,i, 5 
綨,ki5,0.01 ,k,i, 5 
綫,chhian1,,chh,ian, 1 
綫,sian3,0.01 ,s,ian, 3 
綬,siu7,,s,iu, 7 
維,qui5,,q,ui, 5 
綮,khe2,,kh,e, 2 
綯,to5,,t,o, 5 
綰,koan2,,k,oan, 2 
綱,kong1,,k,ong, 1 
網,bong2,,b,ong, 2 
綴,chhoe3,,chh,oe, 3 
綴,toat4,,t,oat, 4 
綵,chai2,,ch,ai, 2 
綸,lun5,,l,un, 5 
綺,khi2,,kh,i, 2 
綻,chan3,,ch,an, 3 
綽,chiak4,,ch,iak, 4 
綾,leng5,,l,eng, 5 
綿,bian5,,b,ian, 5 
緂,than2,,th,an, 2 
緄,hun5,,h,un, 5 
緄,kun2,,k,un, 2 
緅,chhoo1,,chh,oo, 1 
緆,sek4,,s,ek, 4 
緇,chhu1,,chh,u, 1 
緈,heng2,,h,eng, 2 
緊,kin2,,k,in, 2 
緋,hui1,,h,ui, 1 
緌,joe5,,j,oe, 5 
緍,bin5,0.01 ,b,in, 5 
緍,hun1,,h,un, 1 
緎,hek8,,h,ek, 8 
総,chhong2,0.01 ,chh,ong, 2 
緒,si7,,s,i, 7 
罁,kong1,0.01 ,k,ong, 1 
罰,hoat8,,h,oat, 8 
罳,su1,,s,u, 1 
翟,tek8,,t,ek, 8 
翠,chui3,,ch,ui, 3 
翡,hui2,,h,ui, 2 
翥,chhu3,,chh,u, 3 
耣,lun2,,l,un, 2 
聚,chhi7,,chh,i, 7 
聝,hek8,,h,ek, 8 
聞,bun5,,b,un, 5 
聞,bun7,0.10 ,b,un, 7 
肇,tiau7,,t,iau, 7 
肈,tiau7,0.01 ,t,iau, 7 
腐,hu2,,h,u, 2 
腐,hu7,,h,u, 7 
腿,thui2,,th,ui, 2 
膀,pong5,,p,ong, 5 
膁,liam2,,l,iam, 2 
膂,li2,,l,i, 2 
膈,kek4,,k,ek, 4 
膊,phok4,,ph,ok, 4 
膋,liau5,,l,iau, 5 
